2024/07/26 00:00:00,32.4
2024/07/26 00:00:05,15.6
2024/07/26 00:00:10,32.0
2024/07/26 00:00:15,29.8
2024/07/26 00:00:20,17.3
2024/07/26 00:00:25,15.6
2024/07/26 00:00:30,23.3
2024/07/26 00:00:35,33.9
2024/07/26 00:00:40,32.4
2024/07/26 00:00:45,34.0
2024/07/26 00:00:50,32.9
2024/07/26 00:00:55,16.2
2024/07/26 00:01:00,16.3
2024/07/26 00:01:05,34.1
2024/07/26 00:01:10,33.0
2024/07/26 00:01:15,22.9
2024/07/26 00:01:20,21.2
2024/07/26 00:01:25,28.0
2024/07/26 00:01:30,32.5
2024/07/26 00:01:35,25.5
2024/07/26 00:01:40,22.3
2024/07/26 00:01:45,19.5
2024/07/26 00:01:50,17.7
2024/07/26 00:01:55,26.4
2024/07/26 00:02:00,30.1
2024/07/26 00:02:05,34.3
2024/07/26 00:02:10,31.5
2024/07/26 00:02:15,16.6
2024/07/26 00:02:20,31.1
2024/07/26 00:02:25,29.9
2024/07/26 00:02:30,16.5
2024/07/26 00:02:35,18.3
2024/07/26 00:02:40,19.7
2024/07/26 00:02:45,24.6
2024/07/26 00:02:50,20.5
2024/07/26 00:02:55,28.0
2024/07/26 00:03:00,15.6
2024/07/26 00:03:05,17.1
2024/07/26 00:03:10,21.5
2024/07/26 00:03:15,23.0
2024/07/26 00:03:20,15.4
2024/07/26 00:03:25,16.4
2024/07/26 00:03:30,18.0
2024/07/26 00:03:35,29.1
2024/07/26 00:03:40,18.0
2024/07/26 00:03:45,23.4
2024/07/26 00:03:50,26.6
2024/07/26 00:03:55,22.5
2024/07/26 00:04:00,24.9
2024/07/26 00:04:05,18.6
2024/07/26 00:04:10,19.2
2024/07/26 00:04:15,29.4
2024/07/26 00:04:20,34.1
2024/07/26 00:04:25,19.1
2024/07/26 00:04:30,30.7
2024/07/26 00:04:35,29.9
2024/07/26 00:04:40,18.8
2024/07/26 00:04:45,27.8
2024/07/26 00:04:50,25.2
2024/07/26 00:04:55,30.1
2024/07/26 00:05:00,21.6
2024/07/26 00:05:05,33.6
2024/07/26 00:05:10,32.9
2024/07/26 00:05:15,19.5
2024/07/26 00:05:20,27.8
2024/07/26 00:05:25,16.4
2024/07/26 00:05:30,15.1
2024/07/26 00:05:35,21.0
2024/07/26 00:05:40,30.9
2024/07/26 00:05:45,24.6
2024/07/26 00:05:50,25.6
2024/07/26 00:05:55,21.4
2024/07/26 00:06:00,31.4
2024/07/26 00:06:05,19.3
2024/07/26 00:06:10,29.1
2024/07/26 00:06:15,15.0
2024/07/26 00:06:20,22.0
2024/07/26 00:06:25,30.8
2024/07/26 00:06:30,22.4
2024/07/26 00:06:35,26.1
2024/07/26 00:06:40,15.1
2024/07/26 00:06:45,15.6
2024/07/26 00:06:50,32.5
2024/07/26 00:06:55,31.2
2024/07/26 00:07:00,20.8
2024/07/26 00:07:05,23.2
2024/07/26 00:07:10,15.6
2024/07/26 00:07:15,28.7
2024/07/26 00:07:20,22.1
2024/07/26 00:07:25,19.2
2024/07/26 00:07:30,18.4
2024/07/26 00:07:35,17.4
2024/07/26 00:07:40,31.7
2024/07/26 00:07:45,17.7
2024/07/26 00:07:50,24.0
2024/07/26 00:07:55,21.1
2024/07/26 00:08:00,19.5
2024/07/26 00:08:05,21.0
2024/07/26 00:08:10,22.6
2024/07/26 00:08:15,29.2
2024/07/26 00:08:20,24.9
2024/07/26 00:08:25,28.8
2024/07/26 00:08:30,16.0
2024/07/26 00:08:35,27.0
2024/07/26 00:08:40,31.8
2024/07/26 00:08:45,33.4
2024/07/26 00:08:50,34.7
2024/07/26 00:08:55,22.4
2024/07/26 00:09:00,15.3
2024/07/26 00:09:05,21.5
2024/07/26 00:09:10,21.7
2024/07/26 00:09:15,18.6
2024/07/26 00:09:20,17.7
2024/07/26 00:09:25,24.1
2024/07/26 00:09:30,20.1
2024/07/26 00:09:35,19.2
2024/07/26 00:09:40,29.0
2024/07/26 00:09:45,26.3
2024/07/26 00:09:50,18.8
2024/07/26 00:09:55,33.3
2024/07/26 00:10:00,32.7
2024/07/26 00:10:05,18.6
2024/07/26 00:10:10,20.9
2024/07/26 00:10:15,15.3
2024/07/26 00:10:20,30.8
2024/07/26 00:10:25,29.4
2024/07/26 00:10:30,15.3
2024/07/26 00:10:35,18.8
2024/07/26 00:10:40,21.7
2024/07/26 00:10:45,22.8
2024/07/26 00:10:50,22.3
2024/07/26 00:10:55,24.2
2024/07/26 00:11:00,18.9
2024/07/26 00:11:05,18.3
2024/07/26 00:11:10,30.3
2024/07/26 00:11:15,28.1
2024/07/26 00:11:20,29.2
2024/07/26 00:11:25,27.1
2024/07/26 00:11:30,18.3
2024/07/26 00:11:35,31.3
2024/07/26 00:11:40,20.7
2024/07/26 00:11:45,20.6
2024/07/26 00:11:50,17.7
2024/07/26 00:11:55,31.8
2024/07/26 00:12:00,35.0
2024/07/26 00:12:05,15.8
2024/07/26 00:12:10,20.0
2024/07/26 00:12:15,27.7
2024/07/26 00:12:20,28.8
2024/07/26 00:12:25,24.9
2024/07/26 00:12:30,17.5
2024/07/26 00:12:35,26.6
2024/07/26 00:12:40,29.0
2024/07/26 00:12:45,32.6
2024/07/26 00:12:50,32.5
2024/07/26 00:12:55,21.2
2024/07/26 00:13:00,19.6
2024/07/26 00:13:05,21.0
2024/07/26 00:13:10,31.9
2024/07/26 00:13:15,31.3
2024/07/26 00:13:20,19.9
2024/07/26 00:13:25,28.8
2024/07/26 00:13:30,15.9
2024/07/26 00:13:35,20.4
2024/07/26 00:13:40,30.8
2024/07/26 00:13:45,23.5
2024/07/26 00:13:50,21.2
2024/07/26 00:13:55,16.1
2024/07/26 00:14:00,16.2
2024/07/26 00:14:05,21.4
2024/07/26 00:14:10,31.6
2024/07/26 00:14:15,22.9
2024/07/26 00:14:20,28.8
2024/07/26 00:14:25,15.3
2024/07/26 00:14:30,16.7
2024/07/26 00:14:35,27.3
2024/07/26 00:14:40,26.6
2024/07/26 00:14:45,34.5
2024/07/26 00:14:50,17.1
2024/07/26 00:14:55,17.5
2024/07/26 00:15:00,30.8
2024/07/26 00:15:05,23.3
2024/07/26 00:15:10,17.8
2024/07/26 00:15:15,17.2
2024/07/26 00:15:20,30.1
2024/07/26 00:15:25,22.1
2024/07/26 00:15:30,22.6
2024/07/26 00:15:35,17.3
2024/07/26 00:15:40,27.3
2024/07/26 00:15:45,30.3
2024/07/26 00:15:50,33.4
2024/07/26 00:15:55,25.2
2024/07/26 00:16:00,29.3
2024/07/26 00:16:05,26.2
2024/07/26 00:16:10,30.4
2024/07/26 00:16:15,20.3
2024/07/26 00:16:20,27.1
2024/07/26 00:16:25,21.7
2024/07/26 00:16:30,30.3
2024/07/26 00:16:35,33.0
2024/07/26 00:16:40,26.7
2024/07/26 00:16:45,29.1
2024/07/26 00:16:50,21.7
2024/07/26 00:16:55,27.1
2024/07/26 00:17:00,34.5
2024/07/26 00:17:05,22.3
